City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,port macquarie,-31.4333,152.9167,9.94,79,87,4.73,AU,1690147465
278,alice springs,-23.7,133.8833,-0.25,86,0,4.12,AU,1690147179
279,natal,-5.795,-35.2094,26.36,73,75,5.66,BR,1690147165
280,northam,51.0333,-4.2167,15.92,91,98,3.19,GB,1690147465
281,atasu,48.6814,71.6433,25.51,31,47,1.99,KZ,1690147465
282,cromwell,41.5951,-72.6454,31.98,42,0,3.09,US,1690147465
283,zhezqazghan,47.7833,67.7667,26.48,36,0,6.59,KZ,1690147466
284,constitucion,-35.3333,-72.4167,12.07,70,100,3.08,CL,1690147466
285,pamanukan,-6.2842,107.8106,23.52,88,59,1.84,ID,1690147466
286,zaozersk,69.4005,32.4476,8.13,88,100,5.63,RU,1690147466
287,norilsk,69.3535,88.2027,11.35,89,20,0.62,RU,1690147466
288,ban mai,7.2041,100.5451,25.05,85,17,3.72,TH,1690147466
289,utrik,11.2278,169.8474,28.72,77,78,6.26,MH,1690147276
290,fortuna,40.5982,-124.1573,22.74,67,0,8.23,US,1690147440
291,omdurman,15.6445,32.4777,35.73,27,44,6.52,SD,1690147277
292,bouar,5.934,15.596,19.28,94,100,1.03,CF,1690147467
293,aldama,22.9167,-98.0667,36.39,43,38,7.1,MX,1690147467
294,isangel,-19.55,169.2667,21.06,78,100,0.0,VU,1690147367
295,kuta,-8.7233,115.1723,25.0,88,20,4.63,ID,1690147467
296,sittwe,20.15,92.9,27.22,87,99,3.3,MM,1690147467
297,galle,6.0367,80.217,26.46,86,100,5.89,LK,1690147467
298,kingston,17.997,-76.7936,35.69,58,20,12.35,JM,1690147208
299,jasper,37.2001,-94.3502,34.43,46,20,4.63,US,1690147188
300,kapuskasing,49.4169,-82.4331,20.05,77,75,4.63,CA,1690147468
301,palmer,42.1584,-72.3287,30.84,41,20,0.0,US,1690147188
302,kopervik,59.2835,5.3067,16.08,82,75,5.14,NO,1690147468
303,meadow lakes,61.6247,-149.6011,23.19,60,0,4.12,US,1690147468
304,male,4.1748,73.5089,28.97,79,20,5.14,MV,1690147468
305,bochum,51.4833,7.2167,18.62,87,100,2.24,DE,1690147352
306,sharkawshchyna,55.3713,27.4706,14.2,84,100,4.94,BY,1690147468
307,san luis de la loma,17.2706,-100.8939,32.28,56,24,3.2,MX,1690147468
308,muli,2.9167,73.5667,27.82,79,4,3.08,MV,1690147284
309,kochubey,44.3861,46.5825,25.26,62,79,2.21,RU,1690147468
310,tavda,58.0425,65.2726,13.76,97,100,3.57,RU,1690147469
311,khodoriv,49.4066,24.3136,16.62,75,62,2.77,UA,1690147469
312,cururupu,-1.8283,-44.8683,25.85,76,88,2.0,BR,1690147469
313,tostado,-29.232,-61.7692,17.01,42,100,6.82,AR,1690147469
314,rabo de peixe,37.8,-25.5833,21.73,78,40,3.6,PT,1690147384
315,yarmolyntsi,49.1924,26.8373,13.92,67,9,2.63,UA,1690147469
316,vilyuchinsk,52.9306,158.4028,17.15,82,79,5.28,RU,1690147469
317,merizo village,13.2658,144.6691,28.32,88,100,5.44,GU,1690147469
318,barcelos,41.5388,-8.6151,19.95,97,53,1.15,PT,1690147428
319,orange beach,30.2944,-87.5736,31.32,68,75,4.63,US,1690147470
320,zyrya,40.3661,50.2917,26.05,71,6,5.13,AZ,1690147470
321,saposoa,-6.934,-76.7716,32.56,39,3,1.86,PE,1690147470
322,fasa,28.9383,53.6482,31.58,19,40,0.0,IR,1690147470
323,arraial do cabo,-22.9661,-42.0278,21.92,83,0,7.2,BR,1690147280
324,crane,31.3974,-102.3501,37.71,17,38,2.99,US,1690147470
325,pacific grove,36.6177,-121.9166,26.88,81,0,6.69,US,1690147470
326,soio,-6.1349,12.3689,21.96,91,27,3.99,AO,1690147470
327,madalena,41.2162,-8.3345,19.19,88,75,1.26,PT,1690147471
328,sao francisco de assis,-29.5503,-55.1311,22.56,72,90,1.35,BR,1690147471
329,chegutu,-18.1302,30.1407,14.6,33,0,2.04,ZW,1690147471
330,paola,39.3599,16.0396,33.62,46,0,1.46,IT,1690147471
331,goundam,16.4145,-3.6708,34.21,37,51,2.87,ML,1690147471
332,boyolangu,-8.1181,111.8935,21.4,95,73,0.93,ID,1690147471
333,vodnyy,63.5046,53.4095,12.75,96,17,2.89,RU,1690147471
334,warrenton,-28.114,24.8475,11.87,19,100,4.4,ZA,1690147469
335,novoderevyankovskaya,46.3231,38.7472,22.46,74,65,0.21,RU,1690147471
336,torghay,49.6339,63.4981,23.16,40,31,5.2,KZ,1690147471
337,bel ombre,-4.6167,55.4167,25.91,83,75,6.17,SC,1690147472
338,namsos,64.4662,11.4957,12.95,82,100,2.06,NO,1690147472
339,nyurba,63.2842,118.3319,17.97,71,19,2.18,RU,1690147472
340,nizhnesortymskiy,62.4397,71.7603,17.66,68,44,1.68,RU,1690147472
341,kayangel,8.0823,134.7173,28.57,75,100,6.82,PW,1690147472
342,touros,-5.1989,-35.4608,25.32,77,19,8.08,BR,1690147472
343,colonia,50.9333,6.95,19.98,86,40,3.09,DE,1690147451
344,harstad,68.799,16.5293,14.89,97,41,0.89,NO,1690147472
345,itabira,-19.6192,-43.2269,17.43,86,41,1.25,BR,1690147473
346,bafra,41.5678,35.9069,22.99,68,1,2.01,TR,1690147473
347,hadibu,12.65,54.0333,24.77,81,100,9.46,YE,1690147468
348,nur-sultan,51.1801,71.446,18.97,55,0,3.0,KZ,1690147473
349,sechura,-5.5569,-80.8222,27.31,57,4,7.25,PE,1690147473
350,lambarene,-0.7001,10.2406,23.67,81,70,2.43,GA,1690147473
351,west valley,46.5921,-120.6051,35.45,25,0,5.66,US,1690147473
352,pangkalanbuun,-2.6833,111.6167,22.68,98,11,1.05,ID,1690147473
353,tsiombe,-25.3,45.4833,18.55,84,0,1.93,MG,1690147446
354,bejaia,36.7559,5.0843,39.6,20,0,2.57,DZ,1690147474
355,pesqueira,-8.3578,-36.6964,18.95,78,10,4.37,BR,1690147258
356,sitka,57.0531,-135.33,13.94,94,100,3.09,US,1690147474
357,flin flon,54.7682,-101.865,22.91,38,75,2.06,CA,1690147474
358,molteno,-31.3968,26.3625,4.81,36,86,1.13,ZA,1690147474
359,poronaysk,49.2167,143.1167,18.86,84,100,0.79,RU,1690147474
360,queenstown,-31.8976,26.8753,6.04,83,67,1.95,ZA,1690147474
361,tchintabaraden,15.8969,5.7985,35.97,31,90,4.34,NE,1690147474
362,igarka,67.4667,86.5833,15.65,90,65,2.39,RU,1690147474
363,saint-paul,-21.0096,55.2707,21.11,90,25,1.64,RE,1690147475
364,nouadhibou,20.931,-17.0347,22.99,73,86,7.72,MR,1690147475
365,egilsstadir,65.2653,-14.3948,8.95,93,100,3.09,IS,1690147475
366,fisterra,42.9049,-9.2629,18.19,89,55,3.6,ES,1690147475
367,vardenis,40.1827,45.7311,14.78,77,12,1.57,AM,1690147475
368,rio grande,-32.035,-52.0986,16.06,78,100,5.31,BR,1690147475
369,east london,-33.0153,27.9116,14.66,71,100,7.2,ZA,1690147279
370,steamboat springs,40.485,-106.8317,30.75,22,40,5.14,US,1690147475
371,luganville,-15.5333,167.1667,22.99,86,100,4.03,VU,1690147475
372,qamdo,31.1667,97.2333,5.73,92,100,1.59,CN,1690147476
373,paragominas,-2.9667,-47.4833,27.14,52,93,1.51,BR,1690147378
374,kavieng,-2.5744,150.7967,27.77,79,89,5.1,PG,1690147476
375,nova vicosa,-17.8919,-39.3719,22.07,87,17,4.91,BR,1690147222
376,ormara,25.2088,64.6357,28.11,79,100,3.7,PK,1690147476
377,chibougamau,49.9168,-74.3659,25.79,29,0,3.04,CA,1690147476
378,lucapa,-8.4192,20.7447,22.27,29,0,1.65,AO,1690147476
379,luderitz,-26.6481,15.1594,14.83,45,100,7.13,NA,1690147476
380,medina,24.4686,39.6142,37.24,10,0,4.12,SA,1690147367
381,andergrove,-21.0833,149.1833,13.14,92,99,7.15,AU,1690147477
382,superior,46.7208,-92.1041,28.17,49,0,2.57,US,1690147477
383,kruisfontein,-34.0033,24.7314,11.05,70,73,7.23,ZA,1690147477
384,coquimbo,-29.9533,-71.3436,16.85,72,0,4.12,CL,1690147234
385,retreat,38.8245,-85.8533,29.9,50,92,1.79,US,1690147477
386,gamay,12.3854,125.2979,26.29,85,100,8.02,PH,1690147477
387,amahai,-3.3333,128.9167,25.56,87,77,4.61,ID,1690147478
388,baymak,52.5933,58.3225,13.43,64,37,1.95,RU,1690147478
389,spring creek,40.7266,-115.5859,37.67,10,92,6.89,US,1690147478
390,cold springs,39.6802,-119.9766,37.83,13,0,6.17,US,1690147478
391,shingu,33.7333,135.9833,23.78,89,9,1.42,JP,1690147479
392,cabo san lucas,22.8909,-109.9124,32.01,79,100,7.2,MX,1690147203
393,remire-montjoly,4.9167,-52.2667,30.02,74,0,1.03,GF,1690147318
394,kalevala,65.2,31.1667,10.11,97,100,2.37,RU,1690147479
395,princeville,45.7668,-61.2985,25.29,95,100,4.12,CA,1690147407
396,ocean city,39.2776,-74.5746,30.01,55,22,4.78,US,1690147368
397,baukau,51.5526,7.2042,18.92,88,100,2.24,DE,1690147480
398,trincomalee,8.5711,81.2335,27.43,76,100,9.05,LK,1690147480
399,tocopilla,-22.092,-70.1979,19.25,75,22,2.43,CL,1690147480
400,pangoa,-12.1167,-73.0,29.1,46,35,1.77,PE,1690147480
401,rundu,-17.9333,19.7667,18.33,27,25,2.28,NA,1690147480
402,zaria,11.1113,7.7227,21.11,90,100,1.76,NG,1690147451
403,mil'kovo,55.6078,37.7956,15.08,93,84,2.96,RU,1690147440
404,maloye ganyushkino,46.6,49.2667,27.77,38,27,2.43,KZ,1690147481
405,tralee,52.2704,-9.7026,13.87,94,71,2.13,IE,1690147481
406,chos malal,-37.3781,-70.2709,4.27,75,100,1.51,AR,1690147481
407,zhigalovo,54.8097,105.1578,14.47,96,91,0.9,RU,1690147482
408,lompoc,34.6391,-120.4579,34.83,71,100,4.12,US,1690147482
409,bengkulu,-3.8004,102.2655,23.97,94,99,3.46,ID,1690147482
410,pyay,18.8167,95.2167,25.69,87,13,1.87,MM,1690147482
411,khorixas,-20.3667,14.9667,17.01,40,10,0.92,NA,1690147482
412,ilha de mocambique,-15.0342,40.7358,23.17,71,0,5.87,MZ,1690147482
413,dawson creek,55.7666,-120.2362,22.39,33,20,2.06,CA,1690147482
414,saulkrasti,57.2622,24.4147,13.77,87,100,2.1,LV,1690147482
415,labrador city,52.9463,-66.9114,18.95,77,75,4.12,CA,1690147483
416,borba,-4.3878,-59.5939,33.65,33,86,1.26,BR,1690147483
417,port douglas,-16.4833,145.4667,18.38,78,23,2.87,AU,1690147294
418,ketchikan,55.3422,-131.6461,17.26,67,75,4.63,US,1690147483
419,duba,27.3513,35.6901,31.98,44,11,2.46,SA,1690147483
420,yerofey pavlovich,53.9667,121.9667,17.28,71,100,1.43,RU,1690147483
421,atafu village,-8.5421,-172.5159,28.39,77,8,6.77,TK,1690147483
422,val-d'or,48.1002,-77.7828,27.05,28,75,5.66,CA,1690147429
423,khandyga,62.6667,135.6,17.75,82,14,1.1,RU,1690147457
424,maryville,35.7565,-83.9705,31.51,53,20,2.68,US,1690147259
425,las tablas,7.7667,-80.2833,30.05,71,70,2.89,PA,1690147367
426,porto novo,6.4965,2.6036,23.88,93,100,2.8,BJ,1690147484
427,alma,48.5501,-71.6491,23.94,50,5,0.88,CA,1690147484
428,mount gambier,-37.8333,140.7667,10.73,82,100,1.34,AU,1690147484
429,tazacorte,28.629,-17.9293,23.54,72,0,6.69,ES,1690147484
430,pocora,10.1718,-83.6044,32.25,84,100,1.35,CR,1690147484
431,mount pearl,47.5166,-52.7813,24.36,84,75,6.17,CA,1690147484
432,sao gabriel da cachoeira,-0.1303,-67.0892,24.68,94,85,0.5,BR,1690147484
433,tojsici,44.5011,18.7856,21.29,100,20,1.03,BA,1690147484
434,dishna,26.1247,32.476,34.32,15,2,4.11,EG,1690147484
435,san patricio,28.017,-97.5169,39.4,41,65,7.35,US,1690147485
436,lezignan-corbieres,43.1976,2.7614,24.7,71,23,3.58,FR,1690147485
437,badger,64.8,-147.5333,27.21,48,40,0.0,US,1690147380
438,martin,27.0837,-80.4164,36.66,57,10,4.39,US,1690147485
439,alexandria,31.2156,29.9553,27.3,69,0,3.9,EG,1690147485
440,kolonia town,6.964,158.206,29.06,94,100,1.54,FM,1690147485
441,fray luis beltran,-39.3167,-65.7667,8.88,31,100,3.7,AR,1690147485
442,tomatlan,19.9333,-105.25,33.56,49,87,4.17,MX,1690147485
443,terme,41.2092,36.9739,20.96,83,0,1.41,TR,1690147485
444,puerto aysen,-45.4,-72.7,2.36,93,100,1.64,CL,1690147485
445,rikaze,29.25,88.8833,14.89,53,100,1.04,CN,1690147486
446,beau vallon,-20.4189,57.6953,22.13,83,40,6.17,MU,1690147486
447,blama,7.8736,-11.3433,22.83,98,99,1.15,SL,1690147486
448,bridgewater,44.3835,-64.5155,26.73,87,76,4.12,CA,1690147203
449,bima,-8.4667,118.7167,22.03,94,47,1.52,ID,1690147486
450,san francisco tepeolulco,19.8337,-99.9852,17.08,76,94,2.33,MX,1690147486
451,ascension,30.2169,-90.9001,35.04,51,75,2.57,US,1690147486
452,chernyshevskiy,63.0128,112.4714,17.83,69,10,1.5,RU,1690147486
453,dalandzadgad,43.5708,104.425,20.76,57,0,1.66,MN,1690147486
454,north battleford,52.7834,-108.2847,28.56,39,20,5.14,CA,1690147486
455,piton saint-leu,-21.2196,55.3151,19.11,68,0,4.63,RE,1690147486
456,timbuktu,16.7735,-3.0074,34.54,37,57,5.21,ML,1690147487
457,motueka,-41.1333,173.0167,9.5,86,73,1.93,NZ,1690147487
458,penonome,8.5167,-80.3667,30.49,73,100,4.47,PA,1690147379
459,mananjary,-21.2167,48.3333,19.02,93,9,1.88,MG,1690147487
460,belmonte,-15.8631,-38.8828,22.45,86,21,5.18,BR,1690147487
461,chulym,55.0997,80.9572,16.56,84,80,2.29,RU,1690147487
462,primorskiy,43.0983,131.5875,19.94,100,100,0.97,RU,1690147487
463,usinsk,65.9939,57.5281,15.67,70,100,4.28,RU,1690147473
464,bozhou,33.8772,115.7703,26.18,86,2,2.61,CN,1690147487
465,gwalior,26.2236,78.1792,32.26,57,100,2.4,IN,1690147487
466,moengo,5.6167,-54.4,27.51,74,80,1.87,SR,1690147487
467,dunedin,-45.8742,170.5036,9.33,97,100,2.24,NZ,1690147426
468,umluj,25.0213,37.2685,32.5,41,1,0.51,SA,1690147427
469,ganghwa-gun,37.7472,126.4856,24.01,97,93,1.44,KR,1690147488
470,kenai,60.5544,-151.2583,18.05,92,0,4.63,US,1690147471
471,manaure,11.7751,-72.4445,31.79,53,100,7.76,CO,1690147488
472,kamaishi,39.2667,141.8833,22.52,85,100,2.81,JP,1690147488
473,kebili,33.7044,8.969,35.46,15,0,3.38,TN,1690147488
474,den burg,53.0542,4.7972,18.89,89,100,6.69,NL,1690147488
475,tayaman,13.2295,120.5726,25.48,88,100,1.85,PH,1690147488
476,sola,-13.8833,167.55,24.37,94,100,2.57,VU,1690147488
477,mishelevka,52.8575,103.1719,15.0,98,100,4.37,RU,1690147488
478,kuala belait,4.5833,114.1833,25.09,92,100,1.98,BN,1690147488
479,vikulovo,56.8167,70.6107,13.47,97,93,2.49,RU,1690147489
480,mount hagen,-5.8581,144.2274,15.21,98,98,1.25,PG,1690147489
481,dakhla,23.6848,-15.958,22.01,83,0,11.32,EH,1690147489
482,sao martinho,39.5144,-9.1311,20.61,85,42,1.79,PT,1690147489
483,illizi,26.4833,8.4667,35.89,10,0,7.08,DZ,1690147489
484,ingeniero jacobacci,-41.3427,-69.5448,2.04,53,100,2.59,AR,1690147386
485,necochea,-38.5473,-58.7368,7.86,75,100,5.16,AR,1690147489
486,cannonvale,-20.2833,148.7,14.66,92,94,3.16,AU,1690147489
487,moroto,2.5345,34.6666,21.34,63,75,1.28,UG,1690147489
488,port-cartier,50.0334,-66.8654,19.86,79,84,3.55,CA,1690147489
489,manakara,-22.1333,48.0167,18.71,94,7,1.95,MG,1690147490
490,birzebbuga,35.8258,14.5269,31.38,51,0,3.6,MT,1690147490
491,lago da pedra,-4.3333,-45.1667,28.4,44,64,0.85,BR,1690147490
492,praia da vitoria,38.7333,-27.0667,23.75,88,40,4.98,PT,1690147490
493,umba,66.6871,34.3429,9.17,93,100,5.83,RU,1690147490
494,bam,29.106,58.357,30.33,14,100,6.37,IR,1690147490
495,oriximina,-1.7656,-55.8661,32.56,41,44,2.49,BR,1690147490
496,vila velha,-20.3297,-40.2925,22.97,85,40,2.06,BR,1690147402
497,shakiso,5.75,38.9167,16.31,86,100,1.05,ET,1690147490
498,rockport,28.0206,-97.0544,36.16,63,0,4.63,US,1690147490
499,murzuq,25.9155,13.9184,32.86,10,1,5.6,LY,1690147490
500,riberalta,-10.9833,-66.1,33.11,46,20,3.09,BO,1690147490
501,markala,13.7021,-6.0659,31.95,45,60,2.0,ML,1690147491
502,nadi,-17.8,177.4167,24.0,73,75,1.54,FJ,1690147491
503,revda,56.801,59.9303,14.25,77,95,1.94,RU,1690147491
504,grand baie,-20.0182,57.5802,22.26,80,72,1.34,MU,1690147491
505,tommot,58.9564,126.2925,17.35,90,14,1.1,RU,1690147377
506,kakori,26.8833,80.8,29.97,79,40,3.09,IN,1690147491
507,lautoka,-17.6167,177.4667,23.92,73,75,1.54,FJ,1690147491
508,katsuura,35.1333,140.3,24.3,81,66,1.32,JP,1690147491
509,soroti,1.7146,33.6111,19.2,81,58,1.97,UG,1690147491
510,yukhnov,54.7444,35.2297,11.9,89,68,2.49,RU,1690147208
511,thaba nchu,-29.2093,26.839,7.97,52,100,1.81,ZA,1690147491
512,marshall,34.3834,-86.3333,31.17,53,0,3.6,US,1690147492
513,tamandare,-8.7597,-35.1047,24.05,82,77,4.42,BR,1690147492
514,ust'-ilimsk,58.0006,102.6619,15.46,81,13,1.23,RU,1690147389
515,mucumpiz,8.4167,-71.1333,16.58,87,97,1.88,VE,1690147492
516,sarai akil,25.3833,81.5167,32.4,57,92,2.91,IN,1690147492
517,sinabang,2.4803,96.3801,25.94,82,99,1.43,ID,1690147492
518,myitkyina,25.3833,97.4,23.92,99,64,0.32,MM,1690147492
519,shaowu,27.3409,117.4831,23.64,97,81,0.25,CN,1690147492
520,tagta,41.6504,59.9164,28.97,34,0,2.06,TM,1690147492
521,mossel bay,-34.1831,22.146,10.79,80,20,5.27,ZA,1690147492
522,banamba,13.55,-7.45,28.89,52,46,3.51,ML,1690147493
523,orosei,40.3798,9.6929,27.88,61,57,2.3,IT,1690147493
524,slatyne,50.2242,36.1608,14.54,88,0,3.0,UA,1690147493
525,garden city,42.3256,-83.331,26.63,63,100,3.09,US,1690147493
526,san pedro,14.35,121.0167,25.75,95,40,1.79,PH,1690147493
527,novomalorossiyskaya,45.6348,39.8948,21.32,78,27,2.72,RU,1690147493
528,olyokminsk,60.3736,120.4264,19.58,73,0,0.85,RU,1690147493
529,dauphin,51.1494,-100.0502,24.08,64,0,4.12,CA,1690147493
530,el calafate,-50.3408,-72.2768,-4.73,74,2,0.98,AR,1690147493
531,novyy urengoy,66.0833,76.6333,19.6,66,85,2.7,RU,1690147493
532,kristiansund,63.1115,7.732,15.03,77,20,6.17,NO,1690147432
533,novodvinsk,64.4165,40.8122,10.71,97,98,1.54,RU,1690147494
534,grants pass,42.439,-123.3284,35.1,31,0,3.6,US,1690147408
535,kocarli,37.7611,27.7058,27.99,54,0,0.0,TR,1690147494
536,formosa do rio preto,-11.0483,-45.1931,25.77,37,1,1.79,BR,1690147494
537,tank,32.2217,70.3793,34.11,53,54,1.84,PK,1690147494
538,santa cruz,-17.8,-63.1667,28.03,61,40,8.23,BO,1690147494
539,woolgoolga,-30.1106,153.2007,12.93,74,94,6.62,AU,1690147494
540,troitskoye,52.9821,84.6757,16.25,94,99,1.74,RU,1690147494
541,afif,23.9065,42.9172,30.32,10,34,1.05,SA,1690147494
542,santa terezinha,-29.9002,-50.0904,19.14,87,54,3.0,BR,1690147494
543,santiago de cao,-7.9589,-79.2392,23.07,78,20,3.6,PE,1690147494
544,weyburn,49.6668,-103.8511,29.12,30,1,2.57,CA,1690147495
545,sinaloa de leyva,25.8333,-108.2333,36.2,38,80,4.34,MX,1690147285
546,fraserburgh,57.6874,-2.0184,11.91,86,14,6.15,GB,1690147495
547,prado,-17.3411,-39.2208,21.84,89,42,4.51,BR,1690147495
548,hatillo,18.4863,-66.8254,31.03,80,100,1.79,PR,1690147495
549,massawa,15.6097,39.45,35.76,44,39,2.69,ER,1690147495
550,roccella ionica,38.322,16.4009,31.69,38,0,3.7,IT,1690147495
551,xam nua,20.4197,104.0439,19.41,97,80,0.92,LA,1690147495
552,bonthe,7.5264,-12.505,25.44,86,100,3.66,SL,1690147495
